ident,type,latitude_deg,longitude_deg
JP-2955,heliport,34.676600,135.505940
JP-2956,heliport,34.674540,135.505990
JP-2957,heliport,34.674096,135.505997
JP-2958,heliport,34.670700,135.505580
JP-2959,heliport,34.673760,135.505040
JP-2960,heliport,34.671740,135.484210
JP-2961,heliport,37.009370,140.827000
JP-2962,heliport,35.627740,137.946680
JP-2963,heliport,34.676210,135.512390
JP-2964,heliport,34.676050,135.513530
JP-2965,heliport,34.676210,135.515060
JP-2966,heliport,34.711740,135.531370
JP-2967,heliport,34.704510,135.543140
JP-2968,heliport,34.704720,135.542000
JP-2969,heliport,34.703770,135.543080
JP-2970,heliport,34.663540,135.525120
JP-2972,heliport,34.664560,135.525660
JP-2973,heliport,34.662950,135.523710
JP-2974,heliport,34.663610,135.523080
JP-2975,heliport,34.666230,135.522380
JP-2976,heliport,34.667150,135.520930
JP-2977,heliport,34.664530,135.520910
JP-2978,heliport,34.662880,135.519250
JP-2979,heliport,34.667690,135.437230
JP-2980,heliport,34.667680,135.438000
JP-2981,heliport,34.668160,135.439170
JP-2982,heliport,34.668480,135.437130
JP-2983,heliport,34.668760,135.438070
JP-2984,closed,35.062760,135.719440
JP-2985,heliport,35.065050,135.720740
JP-2986,heliport,34.668460,135.438510
JP-2987,heliport,34.668540,135.439440
JP-2988,heliport,34.669040,135.439200
JP-2989,heliport,34.669100,135.438430
JP-2990,heliport,34.669250,135.439420
JP-2991,heliport,34.670070,135.439860
JP-2992,heliport,34.670400,135.440660
JP-2993,heliport,34.666030,135.437890
JP-2994,heliport,34.666940,135.438710
JP-2995,heliport,34.661530,135.433020
JP-2996,heliport,34.688950,135.499480
JP-2997,heliport,34.692230,135.504610
JP-2998,heliport,34.687480,135.505190
JP-2999,heliport,34.685030,135.504340
JP-3000,heliport,34.674950,135.512360
JP-3001,heliport,34.657150,135.513270
JP-3002,heliport,34.676920,135.492790
JP-3003,heliport,34.671780,135.493170
JP-3004,heliport,34.673240,135.493700
JP-3005,heliport,34.642090,135.413140
JP-3006,heliport,34.642180,135.414830
JP-3007,heliport,34.642850,135.414180
JP-3008,heliport,34.638630,135.411420
JP-3009,heliport,34.638300,135.414930
JP-3010,heliport,34.637630,135.416710
JP-3011,heliport,34.636400,135.416130
JP-3012,heliport,34.715820,135.347980
JP-3013,heliport,34.239420,132.566190
JP-3014,heliport,35.343170,137.810580
JP-3015,heliport,35.251760,137.830730
JP-3016,heliport,36.932180,138.827890
JP-3017,heliport,37.080770,138.875160
JP-3018,heliport,35.322470,137.631500
JP-3019,heliport,34.363360,139.255070
JP-3020,heliport,34.414830,139.276720
JP-3021,heliport,35.271650,137.741800
JP-3022,heliport,35.586980,135.205730
JP-3023,heliport,35.763900,139.019480
JP-3024,heliport,35.719230,138.462420
JP-3025,heliport,35.542060,135.714300
JP-3026,heliport,35.753420,138.950180
JP-3027,heliport,34.037230,131.199750
JP-3028,heliport,34.144360,131.102960
JP-3029,small_airport,36.121580,139.400290
JP-3030,closed,35.797773,139.471213
JP-3031,closed,35.807880,139.465390
JP-3032,heliport,43.494365,144.376961
JP-3033,heliport,42.919561,143.181266
JP-3034,heliport,42.638936,141.794833
JP-3035,heliport,42.906380,140.667786
JP-3036,heliport,42.959245,141.681849
JP-3037,heliport,42.996877,141.584019
JP-3038,heliport,43.196427,140.840825
JP-3039,heliport,41.970084,140.161840
JP-3040,heliport,43.310365,145.551039
JP-3041,heliport,43.592472,141.734795
JP-3042,heliport,42.687122,143.639828
JP-3043,heliport,42.600580,142.984096
JP-3044,heliport,37.631630,139.698490
JP-3045,heliport,34.451430,131.759950
JP-3046,heliport,34.405860,131.383950
JP-3047,small_airport,36.135850,139.906260
JP-3048,heliport,34.479420,134.224080
JP-3049,closed,34.054250,134.169410
JP-3050,heliport,33.887030,130.874510
JP-3051,heliport,35.670970,139.766030
JP-3052,heliport,35.654700,139.756470
JP-3053,heliport,35.732440,139.715410
JP-3054,heliport,35.729670,139.707990
JP-3055,heliport,35.729710,139.706930
JP-3056,heliport,35.731780,139.705080
JP-3057,heliport,35.759240,140.350460
JP-3058,heliport,35.505420,139.771880
JP-3059,heliport,35.978890,139.665300
JP-3060,heliport,35.934720,139.695800
JP-3061,heliport,35.147050,135.055420
JP-3062,heliport,34.244520,133.840430
JP-3063,heliport,34.267220,133.830530
JP-3064,heliport,33.569420,133.591670
JP-3065,heliport,34.102470,134.296010
JP-3066,heliport,33.574330,133.556970
JP-3067,heliport,33.897040,130.925640
JP-3068,closed,39.478800,141.968940
JP-3069,small_airport,39.361650,141.456750
JP-3070,heliport,35.688560,139.694440
JP-3071,heliport,35.694520,139.690690
JP-3072,heliport,34.827010,135.550790
JP-3073,heliport,33.427620,133.456220
JP-3074,heliport,33.499050,133.450240
JP-3075,heliport,36.497510,139.145030
JP-3076,heliport,36.625620,139.052990
JP-3077,heliport,37.143320,140.215700
JP-3078,heliport,37.525880,139.917860
JP-3079,heliport,33.788220,133.482620
JP-3080,heliport,33.720310,133.412240
JP-3081,heliport,33.730240,133.233330
JP-3082,heliport,33.592080,133.243520
JP-3083,heliport,33.527610,133.245890
JP-3084,heliport,33.579180,133.234780
JP-3085,small_airport,33.575080,133.063740
JP-3086,heliport,33.648090,133.145070
JP-3087,heliport,33.800750,133.825720
JP-3088,heliport,33.632380,133.595690
JP-3089,heliport,33.577640,133.544670
JP-3090,heliport,33.573070,133.578680
JP-3091,heliport,33.629700,133.515180
JP-3092,heliport,33.563460,133.531950
JP-3093,heliport,33.563510,133.342870
JP-3094,heliport,35.969650,139.523590
JP-3095,small_airport,34.955180,138.104160
JP-3096,balloonport,38.376540,141.076150
JP-3097,balloonport,42.848060,140.643750
JP-3098,balloonport,33.252470,130.245400
JP-3099,seaplane_base,33.126060,129.735570
JP-3100,heliport,34.121520,139.506210
JP-3101,heliport,33.897750,139.594940
JP-3102,heliport,35.178790,140.273290
JP-3103,heliport,35.717050,140.298900
JP-3104,heliport,35.903950,139.883510
JP-3105,heliport,35.540210,139.247790
JP-3106,heliport,35.539520,139.238490
JP-3107,heliport,34.342680,133.508850
JP-3108,heliport,35.533510,139.074030
JP-3109,heliport,34.205530,135.515400
JP-3110,heliport,35.674510,138.696280
JP-3111,heliport,33.929790,135.967660
JP-3112,heliport,34.741950,136.522270
JP-3113,heliport,33.602110,133.010630
JP-3114,heliport,33.575300,133.006140
JP-3115,heliport,33.588190,132.988950
JP-3116,heliport,33.640880,132.909690
JP-3117,heliport,33.613540,132.887390
JP-3118,heliport,33.568010,132.941970
JP-3119,closed,33.539540,132.999840
JP-3120,heliport,33.585910,131.723820
JP-3121,heliport,36.656430,139.864680
JP-3122,heliport,35.439610,133.500040
JP-3123,heliport,32.776040,130.635190
JP-3124,heliport,34.682130,133.932250
JP-3125,heliport,34.002010,132.265950
JP-3126,small_airport,38.436800,140.994660
JP-3127,small_airport,38.392750,140.720370
JP-3128,heliport,32.666860,130.806830
JP-3129,closed,32.706730,130.743480
JP-3130,heliport,35.574690,139.662430
JP-3131,heliport,35.573830,139.662610
JP-3132,heliport,35.572550,139.663010
JP-3133,heliport,35.572960,139.663370
JP-3134,heliport,35.572680,139.664470
JP-3135,heliport,35.572370,139.665960
JP-3136,heliport,35.571640,139.666440
JP-3137,heliport,35.575320,139.661450
JP-3138,heliport,35.173350,136.882360
JP-3139,heliport,33.631950,135.933980
JP-3140,heliport,34.704861,135.510199
JP-3141,heliport,34.706610,135.513030
JP-3142,heliport,35.905750,139.618190
JP-3143,heliport,35.904919,139.618923
JP-3144,heliport,35.903270,139.619780
JP-3145,heliport,35.898290,139.625900
JP-3146,heliport,35.896230,139.624050
JP-3147,heliport,35.902370,139.628460
JP-3148,heliport,35.902594,139.629242
JP-3149,heliport,35.904600,139.630010
JP-3150,heliport,35.903860,139.629600
JP-3151,heliport,34.652200,133.884670
JP-3152,heliport,34.647850,134.992830
JP-3153,heliport,34.810190,134.591040
JP-3154,heliport,35.212500,138.664240
JP-3155,heliport,35.345520,139.142890
JP-3156,heliport,33.468470,132.424450
JP-3157,heliport,33.933880,133.279490
JP-3158,heliport,35.263350,134.223410
JP-3159,closed,33.099490,131.764770
JP-3160,closed,33.559880,131.468210
JP-3161,closed,33.291540,131.336490
JP-3162,closed,35.763770,139.883540
JP-3163,small_airport,35.907410,140.406680
JP-3164,heliport,35.466930,139.622360
JP-3165,heliport,35.420010,137.056250
JP-3166,heliport,35.352130,137.241790
JP-3167,heliport,34.701540,133.116340
JP-3168,heliport,35.751890,136.946680
JP-3169,heliport,35.864640,136.881120
JP-3170,heliport,36.260451,136.725306
JP-3171,heliport,36.157730,137.255500
JP-3172,heliport,35.415040,136.709580
JP-3173,heliport,35.570420,135.964600
JP-3174,heliport,33.862110,134.178220
JP-3175,heliport,36.495680,140.502420
JP-3176,heliport,36.324212,140.576361
JP-3177,heliport,36.451500,140.423280
JP-3178,heliport,33.885330,134.137410
JP-3179,heliport,33.940200,134.583970
JP-3180,heliport,33.775230,134.498710
JP-3181,heliport,33.989126,133.984267
JP-3182,heliport,33.659120,134.411460
JP-3183,heliport,35.218390,136.475990
JP-3184,heliport,34.652370,135.815530
JP-3185,heliport,35.082570,135.681650
JP-3186,heliport,34.423450,136.029990
JP-3187,heliport,35.066650,136.250580
JP-3188,heliport,35.057000,136.246770
JP-3189,heliport,35.191850,137.047360
JP-3190,heliport,35.122560,137.085000
JP-3191,heliport,35.081030,137.168180
JP-3192,heliport,34.191700,135.780610
JP-3193,heliport,34.767670,136.211480
JP-3194,heliport,34.060050,135.450090
JP-3195,heliport,34.220690,135.593520
JP-3196,heliport,34.524280,136.389000
JP-3197,heliport,34.862200,136.436480
JP-3198,heliport,34.960260,136.465950
JP-3199,heliport,34.061110,133.880430
JP-3200,heliport,33.543360,132.635250
JP-3201,heliport,33.492450,132.931110
JP-3202,heliport,33.689760,133.381330
JP-3203,heliport,33.649600,133.366920
JP-3204,heliport,33.778820,133.346590
JP-3205,heliport,33.841440,133.893670
JP-3206,heliport,33.791890,134.638470
JP-3207,heliport,35.648550,137.380520
JP-3208,heliport,33.778640,135.852150
JP-3209,heliport,36.066130,138.252170
JP-3210,heliport,36.131510,138.302090
JP-3211,heliport,36.179610,138.181910
JP-3212,heliport,35.980720,138.105210
JP-3213,heliport,35.985390,138.360880
JP-3214,heliport,35.497670,138.986820
JP-3215,heliport,35.050400,138.893920
JP-3216,heliport,36.659650,140.132390
JP-3217,heliport,35.695330,140.005910
JP-3218,heliport,36.096240,139.427710
JP-3219,heliport,36.594870,139.473710
JP-3220,heliport,35.184050,137.202890
JP-3221,heliport,35.274610,136.699000
JP-3222,heliport,35.240210,136.845020
JP-3223,heliport,34.519150,135.655600
JP-3224,heliport,34.237550,135.150860
JP-3225,heliport,34.206920,135.145810
JP-3226,heliport,34.267264,135.309080
JP-3227,heliport,34.298760,136.792020
JP-3228,heliport,32.450372,130.201119
JP-3229,heliport,33.074621,131.185408
JP-3230,heliport,32.537850,130.397080
JP-3231,heliport,32.585149,130.606980
JP-3232,heliport,32.908487,131.180127
JP-3233,heliport,32.820180,131.041460
JP-3234,heliport,32.883700,131.066050
JP-3235,heliport,33.039590,130.972800
JP-3236,heliport,33.245487,130.758517
JP-3237,heliport,33.198130,130.553940
JP-3238,heliport,33.365880,132.046230
JP-3239,heliport,33.391310,132.080040
JP-3240,heliport,33.530060,131.350060
JP-3241,heliport,33.391370,132.115740
JP-3242,heliport,33.410780,132.172010
JP-3243,heliport,33.419760,132.195320
JP-3244,heliport,33.438700,132.255000
JP-3245,heliport,33.473170,132.276730
JP-3246,heliport,33.483140,132.308800
JP-3247,heliport,33.472590,132.324260
JP-3248,heliport,33.366390,132.518830
JP-3249,heliport,34.064020,131.438630
JP-3250,heliport,33.528450,132.562130
JP-3251,heliport,34.445780,132.395800
JP-3252,heliport,34.445670,132.396570
JP-3253,small_airport,36.571340,137.822600
JP-3254,heliport,36.464680,137.946560
JP-3255,heliport,36.334150,137.727680
JP-3256,heliport,35.320880,136.319910
JP-3257,heliport,36.387570,137.750770
JP-3258,heliport,35.079100,135.512080
JP-3259,heliport,35.687810,139.762440
JP-3260,heliport,35.688010,139.763210
JP-3261,heliport,35.683820,139.763820
JP-3262,heliport,35.690680,139.759600
JP-3263,heliport,35.627930,139.736310
JP-3264,heliport,35.628340,139.735840
JP-3265,heliport,35.605440,139.734260
JP-3266,heliport,35.643920,139.700350
JP-3267,heliport,35.643550,139.699050
JP-3268,heliport,35.670750,139.706740
JP-3269,heliport,35.662710,139.741080
JP-3270,heliport,35.664890,139.745550
JP-3271,heliport,35.666820,139.744270
JP-3272,heliport,35.695160,139.725210
JP-3273,heliport,35.106720,135.465850
JP-3274,heliport,35.977924,139.894688
JP-3275,heliport,35.601150,135.919780
JP-3276,heliport,34.274450,136.491340
JP-3277,heliport,34.289840,136.569010
JP-3278,heliport,34.265420,136.859710
JP-3279,heliport,34.258950,136.786180
JP-3280,closed,33.587460,130.251600
JP-3281,heliport,35.396770,136.292740
JP-3282,heliport,35.502680,136.216300
JP-3283,heliport,33.975770,132.595200
JP-3284,heliport,35.670210,139.752970
JP-3285,heliport,35.662590,139.750240
JP-3286,heliport,33.476300,132.453040
JP-3287,heliport,33.542370,132.507010
JP-3288,heliport,33.640460,132.800580
JP-3289,heliport,33.693360,133.002950
JP-3290,heliport,33.676790,133.036630
JP-3291,heliport,34.376170,135.851070
JP-3292,heliport,34.966238,138.290107
JP-3293,heliport,34.981931,138.294260
JP-3294,heliport,34.831780,134.952220
JP-3295,heliport,34.936030,134.967670
JP-3296,heliport,34.109720,133.181450
JP-3297,heliport,34.778260,135.051380
JP-3298,heliport,34.860100,135.213050
JP-3299,heliport,34.192160,133.273950
JP-3300,heliport,34.180020,133.318660
JP-3301,heliport,34.987880,134.984250
JP-3302,closed,35.023400,134.370160
JP-3303,heliport,33.473880,132.786620
JP-3304,heliport,33.476610,132.884780
JP-3305,heliport,33.789670,132.784970
JP-3306,heliport,33.800450,132.886230
JP-3307,heliport,34.706189,135.197303
JP-3308,heliport,34.763220,137.382400
JP-3309,heliport,34.985830,138.412670
JP-3310,heliport,35.002280,138.441990
JP-3311,heliport,35.731130,139.731730
JP-3312,heliport,35.529950,139.694640
JP-3313,heliport,35.893200,139.630330
JP-3314,heliport,35.550619,139.673704
JP-3315,heliport,35.549804,139.674125
JP-3316,heliport,35.549636,139.673488
JP-3317,heliport,35.549683,139.676490
JP-3318,heliport,35.550150,139.670160
JP-3319,heliport,35.167140,136.880490
JP-3320,heliport,35.167230,136.879450
JP-3321,heliport,35.168900,136.885450
JP-3322,heliport,35.169040,136.886460
JP-3323,heliport,35.169620,136.886330
JP-3324,heliport,35.170420,136.886440
JP-3325,heliport,35.170650,136.886590
JP-3326,heliport,35.171180,136.886640
JP-3327,heliport,35.171780,136.885410
JP-3328,heliport,35.167680,136.894660
JP-3329,heliport,35.166990,136.895250
JP-3330,heliport,34.826570,134.702000
JP-3331,heliport,34.809480,137.286700
JP-3332,heliport,34.981610,138.413300
JP-3333,heliport,35.477060,139.633720
JP-3334,heliport,35.355720,139.533920
JP-3335,heliport,35.690270,139.686110
JP-3336,heliport,35.167130,136.893100
JP-3337,heliport,35.169740,136.894010
JP-3338,heliport,35.173470,136.884410
JP-3339,heliport,35.540600,139.736860
JP-3340,heliport,35.171700,136.895270
JP-3341,heliport,35.183470,136.855020
JP-3342,heliport,34.485920,133.362420
JP-3343,heliport,35.183320,136.753100
JP-3344,heliport,35.337888,139.182512
JP-3345,heliport,34.427190,133.236030
JP-3346,heliport,34.693860,133.947470
JP-3347,heliport,36.403880,139.940340
JP-3348,heliport,35.378170,138.929010
JP-3349,heliport,35.062720,136.735060
JP-3350,closed,35.469730,136.888050
JP-3351,heliport,35.028550,133.749650
JP-3352,small_airport,35.119560,134.136940
JP-3353,heliport,34.692380,131.829410
JP-3354,heliport,33.606780,133.153350
JP-3355,heliport,33.969420,133.430310
JP-3356,heliport,33.601630,135.765690
JP-3357,heliport,33.631400,135.694310
JP-3358,heliport,33.619465,135.709173
JP-3359,heliport,35.812100,137.447630
JP-3360,heliport,34.658410,134.965650
JP-3361,heliport,34.661730,133.935590
JP-3362,heliport,35.458690,139.627920
JP-3363,heliport,35.459160,139.626210
JP-3364,heliport,35.460020,139.625900
JP-3365,heliport,35.479560,139.644240
JP-3366,heliport,35.487310,139.658560
JP-3367,heliport,35.484880,139.651590
JP-3368,heliport,36.341720,140.446640
JP-3369,heliport,34.633590,135.034230
JP-3370,heliport,34.717070,135.018960
JP-3371,heliport,35.447110,139.643550
JP-3372,heliport,35.446660,139.641620
JP-3373,heliport,35.447280,139.638720
JP-3374,heliport,35.451910,139.638080
JP-3375,heliport,35.457420,139.627030
JP-3376,heliport,35.456380,139.625160
JP-3377,heliport,35.442790,139.636520
JP-3378,heliport,35.445160,139.627460
JP-3379,heliport,35.603890,140.121170
JP-3380,heliport,35.391270,136.724040
JP-3381,heliport,34.340900,134.043990
JP-3382,heliport,35.488940,137.377930
JP-3383,heliport,35.483330,137.292090
JP-3384,heliport,35.450170,137.418400
JP-3385,closed,35.991780,138.406710
JP-3386,closed,36.413160,139.050880
JP-3387,heliport,34.465010,136.846490
JP-3388,heliport,34.484120,136.815420
JP-3389,heliport,33.918880,134.648000
JP-3390,heliport,35.260300,137.708550
JP-3391,heliport,35.320620,137.754790
JP-3392,closed,36.170220,137.267800
JP-3393,heliport,37.708503,140.378959
JP-3394,closed,32.735100,128.667150
JP-3395,heliport,32.846329,128.912775
JP-3396,heliport,32.986270,129.122970
JP-3397,heliport,33.054720,129.097650
JP-3398,heliport,33.861370,132.005890
JP-3399,heliport,33.594490,132.534270
JP-3400,heliport,33.629110,132.521820
JP-3401,heliport,33.561571,133.143960
JP-3402,heliport,44.729735,142.254046
JP-3403,heliport,44.496520,142.336000
JP-3404,heliport,44.384997,142.455905
JP-3405,heliport,34.267730,134.203760
JP-3406,heliport,35.697212,139.809568
JP-3407,heliport,37.512510,140.404410
JP-3408,heliport,35.697094,139.810730
JP-3409,heliport,35.697310,139.811397
JP-3410,heliport,35.697423,139.812108
JP-3411,heliport,35.697462,139.814404
JP-3412,heliport,35.710698,139.801280
JP-3413,heliport,35.659541,139.791493
JP-3414,heliport,36.359202,139.096423
JP-3415,heliport,39.657590,141.880790
JP-3416,heliport,37.904017,139.023479
JP-3417,heliport,37.896370,139.014930
JP-3418,heliport,37.790040,139.055790
JP-3419,heliport,37.606500,138.841610
JP-3420,heliport,37.322750,138.792500
JP-3421,heliport,35.613260,138.503180
JP-3422,heliport,35.470587,138.442431
JP-3423,heliport,35.432550,138.444460
JP-3424,heliport,35.291490,138.454180
JP-3425,heliport,35.249200,138.481450
JP-3426,heliport,35.240640,138.509090
JP-3427,heliport,35.535660,139.712610
JP-3428,heliport,35.535790,139.713630
JP-3429,heliport,35.535870,139.714630
JP-3430,heliport,35.608920,139.631340
JP-3431,heliport,35.609570,139.631520
JP-3432,heliport,35.609750,139.630600
JP-3433,heliport,35.610350,139.629920
JP-3434,heliport,35.611860,139.628240
JP-3435,heliport,35.554420,139.703870
JP-3436,heliport,35.175920,138.615470
JP-3437,heliport,35.076080,138.924220
JP-3438,small_airport,35.101520,139.014960
JP-3439,heliport,35.100180,138.890620
JP-3440,heliport,35.538460,139.734270
JP-3441,heliport,35.552770,139.695810
JP-3442,heliport,35.652620,139.449280
JP-3443,heliport,35.568600,139.678800
JP-3444,heliport,35.568300,139.679860
JP-3445,heliport,35.567930,139.679190
JP-3446,heliport,35.668120,139.620200
JP-3447,heliport,35.571390,139.677120
JP-3448,heliport,35.649410,139.447360
JP-3449,heliport,35.357680,138.862420
JP-3450,heliport,36.397550,139.860410
JP-3451,heliport,37.648080,141.020440
JP-3452,heliport,37.631299,141.009646
JP-3453,heliport,37.418080,141.019780
JP-3454,heliport,37.341190,141.014170
JP-3455,heliport,37.286449,140.981076
JP-3456,heliport,36.208700,139.745720
JP-3457,heliport,36.026800,139.986490
JP-3458,heliport,36.393520,140.479530
JP-3459,heliport,37.313574,141.006101
JP-3460,heliport,37.553520,139.907670
JP-3461,heliport,37.345390,139.912570
JP-3462,heliport,36.708490,139.730600
JP-3463,heliport,35.703930,139.815580
JP-3464,heliport,35.700850,139.815350
JP-3465,heliport,35.700579,139.816169
JP-3466,heliport,35.697490,139.794360
JP-3467,heliport,37.015600,140.125510
JP-3468,heliport,36.924870,139.996900
JP-3469,heliport,34.204480,133.073630
JP-3470,heliport,36.173910,139.687170
JP-3471,heliport,36.212250,139.576020
JP-3472,heliport,36.178210,139.635730
JP-3473,heliport,35.640380,139.921380
JP-3474,heliport,35.640050,139.922800
JP-3475,heliport,35.641920,139.919290
JP-3476,heliport,34.960321,138.405526
JP-3477,heliport,35.118680,136.873720
JP-3478,heliport,35.173630,136.942960
JP-3479,heliport,35.907730,139.646930
JP-3480,heliport,35.142710,136.899880
JP-3481,heliport,35.140220,136.905730
JP-3482,heliport,34.407950,133.522870
JP-3483,heliport,34.832410,139.004460
JP-3484,heliport,34.753270,138.979690
JP-3485,heliport,35.154510,137.869020
JP-3486,heliport,35.174310,137.282990
JP-3487,heliport,37.204190,139.775630
JP-3488,heliport,37.485240,140.314680
JP-3489,heliport,37.408690,140.407050
JP-3490,heliport,36.870230,140.418200
JP-3491,heliport,34.769020,131.153250
JP-3492,heliport,35.739560,139.761160
JP-3493,heliport,35.828220,139.659990
JP-3494,heliport,35.751720,139.739610
JP-3495,heliport,35.426000,139.370120
JP-3496,heliport,34.706210,137.733630
JP-3497,small_airport,35.103100,139.018870
JP-3498,heliport,34.999710,137.015440
JP-3499,heliport,35.001342,137.016549
JP-3500,heliport,35.511580,139.711190
JP-3501,heliport,35.513391,139.709782
JP-3502,heliport,34.987720,138.500240
JP-3503,heliport,35.457710,138.850380
JP-3504,heliport,32.900400,131.102650
JP-3505,heliport,32.879470,131.072890
JP-3506,heliport,32.880040,131.084210
JP-3507,heliport,32.889760,131.091960
JP-3508,heliport,34.765400,138.287210
JP-3509,heliport,34.345020,134.866840
JP-3510,heliport,34.753780,135.375660
JP-3511,heliport,34.727790,135.382100
JP-3512,heliport,34.667630,135.157240
JP-3513,heliport,34.667362,135.162365
JP-3514,heliport,34.707300,135.118990
JP-3515,heliport,34.398070,132.477510
JP-3516,heliport,34.400320,132.474960
JP-3517,heliport,34.790010,138.117720
JP-3518,heliport,35.368260,136.858580
JP-3519,heliport,34.381760,132.335250
JP-3520,heliport,34.413150,132.391970
JP-3521,heliport,34.516550,132.496430
JP-3522,heliport,34.398140,132.479000
JP-3523,heliport,34.459980,132.691450
JP-3524,heliport,34.665160,133.928930
JP-3525,heliport,35.404460,139.353860
JP-3526,closed,35.363230,139.506040
JP-3527,heliport,34.836230,138.077150
JP-3528,heliport,34.376600,133.275590
JP-3529,heliport,35.236030,137.019870
JP-3530,heliport,34.716850,135.015100
JP-3531,heliport,34.720970,135.017710
JP-3532,heliport,34.723670,135.021460
JP-3533,heliport,34.164270,132.446820
JP-3534,heliport,34.198790,132.418400
JP-3535,heliport,34.826670,134.873900
JP-3536,heliport,34.281380,135.093450
JP-3537,heliport,34.212400,135.140320
JP-3538,heliport,34.153320,135.183030
JP-3539,heliport,33.858410,133.426230
JP-3540,heliport,33.805820,133.358510
JP-3541,heliport,35.525580,137.871070
JP-3542,heliport,34.368660,132.194920
JP-3543,heliport,34.891540,132.675610
JP-3544,heliport,35.432330,133.315590
JP-3545,heliport,35.534410,133.225560
JP-3546,heliport,35.543940,138.429330
JP-3547,heliport,35.960196,138.892030
JP-3548,heliport,35.935660,138.919310
JP-3549,heliport,35.595830,138.590240
JP-3550,heliport,28.153910,129.292760
JP-3551,heliport,35.610780,140.070320
JP-3552,heliport,35.650550,140.024890
JP-3553,heliport,34.999230,136.898990
JP-3554,heliport,35.627420,140.073900
JP-3555,heliport,35.626460,140.072010
JP-3556,heliport,35.634420,140.044210
JP-3557,heliport,35.594180,140.113820
JP-3558,heliport,34.858540,133.471750
JP-3559,heliport,34.827350,133.491370
JP-3560,heliport,35.350140,134.913890
JP-3561,heliport,35.362500,134.844110
JP-3562,heliport,35.750430,135.170590
JP-3563,heliport,34.494280,133.517900
JP-3564,heliport,34.306710,132.864130
JP-3565,heliport,35.511270,140.100660
JP-3566,heliport,35.763030,135.195480
JP-3567,heliport,35.661590,135.104200
JP-3568,heliport,34.230570,133.256870
JP-3569,heliport,35.371310,134.816200
JP-3570,heliport,35.389580,134.838680
JP-3571,heliport,35.541960,135.476410
JP-3572,heliport,37.002570,139.269450
JP-3573,heliport,36.531950,140.229000
JP-3574,heliport,36.181450,139.320170
JP-3575,heliport,35.306520,139.856350
JP-3576,heliport,35.621300,139.105970
JP-3577,heliport,34.138760,131.556160
JP-3578,heliport,35.464810,134.060210
JP-3579,heliport,35.534520,137.810270
JP-3580,heliport,37.237700,138.964380
JP-3581,heliport,37.508870,139.880680
JP-3582,heliport,37.522000,139.992390
JP-3583,heliport,37.538660,140.106510
JP-3584,heliport,33.923740,134.421380
JP-3585,heliport,33.957840,134.418300
JP-3586,heliport,33.977730,133.833200
JP-3587,heliport,34.007700,133.931960
JP-3588,heliport,34.028000,133.793980
JP-3589,heliport,34.508370,131.284500
JP-3590,closed,24.344500,124.187000
JP-3591,closed,43.882207,142.609506
JP-3592,closed,43.479495,144.432911
JP-3593,closed,36.232271,139.493043
JP-3594,heliport,24.345020,124.186080
JP-3595,heliport,24.342170,124.184390
JP-3596,heliport,24.391670,124.195620
JP-3597,heliport,24.380530,124.183350
JP-3598,heliport,24.344570,123.981190
JP-3599,heliport,24.383270,123.906800
JP-3600,small_airport,30.784722,130.270556
JP-3602,heliport,34.690816,135.521577
JP-3603,heliport,34.684323,135.519379
JP-3604,heliport,35.226662,138.899415
JP-3605,heliport,35.725280,140.058800
JPN,heliport,38.874908,-77.056682
JRA,heliport,40.755107,-74.006896
JRB,heliport,40.700711,-74.008573
JUH,small_airport,30.740300,117.685600
JY00,heliport,40.862900,-74.317398
JY01,heliport,40.530701,-74.860703
JY02,heliport,40.896801,-74.719101
JY04,small_airport,39.064365,-74.907116
JY06,heliport,40.673044,-74.693467
JY07,small_airport,40.695702,-75.132401
JY08,small_airport,39.650541,-75.285594
JY09,heliport,40.334000,-74.616798
JY12,heliport,41.104301,-74.164001
JY13,heliport,40.813999,-74.473198
JY14,heliport,40.220798,-74.391701
JY15,heliport,39.891499,-74.811302
JY16,heliport,40.740002,-75.090599
JY17,small_airport,39.469695,-75.276303
JY18,heliport,39.928299,-74.762199
JY20,heliport,40.770802,-74.981102
JY21,heliport,40.316502,-74.490097
JY22,heliport,40.861676,-74.814620
JY24,small_airport,40.923698,-74.870399
JY25,heliport,40.723202,-74.687897
JY26,heliport,39.414001,-75.816299
JY27,heliport,40.928200,-74.844002
JY28,heliport,39.479614,-74.539250
JY29,heliport,40.984345,-74.015622
JY30,heliport,39.728600,-74.836601
JY31,small_airport,39.446800,-75.313202
JY32,heliport,39.241269,-74.951338
JY34,heliport,40.672529,-74.635887
JY35,seaplane_base,40.033501,-74.057899
JY36,heliport,41.036701,-74.847198
JY37,heliport,40.575001,-75.074997
JY38,heliport,40.517200,-74.345596
JY39,small_airport,39.661111,-75.465278
JY40,heliport,40.547199,-74.295998
JY42,balloonport,40.468300,-75.023804
JY43,small_airport,41.083221,-74.338554
JY64,heliport,39.928245,-75.094318
JY79,heliport,39.362297,-74.416139
K00C,small_airport,37.203201,-107.869003
K00F,small_airport,45.470462,-105.457145
K00M,small_airport,31.953728,-89.235270
K00R,small_airport,30.685900,-95.017899
K00V,small_airport,38.945801,-104.570000
K01,small_airport,40.387501,-95.789200
K01G,small_airport,42.741453,-78.052646
K01M,small_airport,34.490924,-88.200996
K01T,small_airport,30.372570,-100.190242
