ident,type,latitude_deg,longitude_deg
2VG2,small_airport,38.971802,-77.869698
2VG3,small_airport,38.548599,-78.871101
2VG4,heliport,37.887699,-78.861900
2VG5,heliport,36.831299,-76.066002
2VG6,heliport,38.760799,-77.629700
2VG7,small_airport,38.163898,-77.849998
2VG8,small_airport,37.870653,-76.732350
2VG9,heliport,37.335400,-76.740700
2VI2,seaplane_base,60.419038,-152.354894
2VT2,seaplane_base,44.872799,-73.281700
2W1,small_airport,47.177601,-120.852997
2W2,small_airport,39.466999,-77.017403
2W3,small_airport,46.871601,-122.257004
2WA0,heliport,47.144798,-121.636002
2WA1,small_airport,48.092602,-122.929001
2WA3,small_airport,48.683991,-123.222849
2WA4,heliport,47.643276,-122.521505
2WA5,heliport,47.941898,-119.007130
2WA6,small_airport,47.997906,-119.087355
2WA8,small_airport,47.383764,-118.298120
2WA9,small_airport,46.289200,-118.100998
2WI0,small_airport,44.852699,-89.600098
2WI1,small_airport,42.943600,-89.286598
2WI3,heliport,43.041500,-88.023102
2WI4,small_airport,42.642348,-88.398676
2WI5,small_airport,46.097401,-90.163200
2WI6,small_airport,42.913601,-89.186203
2WI7,small_airport,42.969700,-89.665398
2WI8,small_airport,43.597500,-87.778999
2WI9,closed,43.760023,-89.634515
2WN3,small_airport,44.358525,-88.762486
2WN5,small_airport,44.006401,-90.019203
2WN6,small_airport,44.529701,-90.419296
2WN7,small_airport,43.948700,-88.673203
2WN8,small_airport,44.015228,-88.714269
2WN9,small_airport,45.845100,-120.700996
2WS2,small_airport,45.912750,-92.293239
2WS3,small_airport,44.280792,-88.093577
2WS4,heliport,42.669869,-88.976381
2WV2,heliport,39.102402,-80.362099
2WV3,small_airport,39.116310,-81.392512
2WV5,small_airport,37.545445,-80.534163
2WV6,heliport,40.053101,-80.724701
2WY3,small_airport,43.007198,-110.317001
2WY4,heliport,41.158100,-104.445999
2WY8,small_airport,44.404400,-109.281998
2X2,seaplane_base,61.743999,-150.059006
2XA0,small_airport,33.979301,-99.712898
2XA1,small_airport,28.140322,-98.935994
2XA2,small_airport,29.220400,-95.310898
2XA3,heliport,29.927545,-95.632832
2XA4,closed,33.578527,-96.800407
2XA5,small_airport,29.803699,-97.691200
2XA6,heliport,29.434700,-98.417801
2XA7,small_airport,32.615002,-94.765602
2XA8,heliport,31.691578,-96.168664
2XA9,heliport,32.452367,-100.397167
2XS0,heliport,25.977842,-97.516011
2XS1,small_airport,30.219700,-98.302597
2XS2,small_airport,28.262800,-100.162003
2XS3,small_airport,32.019836,-95.695035
2XS4,small_airport,33.661400,-96.406403
2XS5,small_airport,30.010500,-98.425301
2XS6,small_airport,29.722533,-99.574673
2XS7,small_airport,29.450199,-99.683701
2XS8,small_airport,29.229401,-99.823898
2XS9,heliport,29.214100,-99.767799
2Y1,small_airport,42.316700,-93.416901
2Y3,seaplane_base,59.562500,-139.740997
2Z1,seaplane_base,57.412201,-133.438480
2Z2,small_airport,65.175903,-150.220993
2Z3,small_airport,64.042000,-148.863007
2Z5,seaplane_base,64.832901,-147.848007
2Z6,seaplane_base,57.532200,-135.212997
30AK,small_airport,60.505807,-151.260023
30AL,heliport,34.373001,-87.080500
30AR,small_airport,35.544361,-92.056168
30CA,heliport,40.141201,-120.937226
30CL,heliport,33.808741,-118.186728
30CN,heliport,34.894777,-117.024867
30CO,small_airport,38.672501,-105.335999
30F,small_airport,33.132099,-97.014198
30FA,heliport,27.320499,-81.370499
30FD,heliport,26.124001,-80.144203
30FL,heliport,29.643512,-81.692906
30GA,small_airport,34.459000,-84.181297
30GE,small_airport,34.194029,-83.194601
30IL,heliport,38.679401,-88.472504
30IS,small_airport,42.077383,-88.625372
30KY,heliport,36.819500,-84.867401
30LA,seaplane_base,29.271099,-89.355797
30LL,small_airport,39.754200,-90.365402
30LS,heliport,30.152399,-91.950699
30M,small_airport,34.658900,-90.376300
30MA,heliport,42.427898,-71.692802
30ME,heliport,44.275255,-69.704879
30MI,small_airport,41.859142,-86.327219
30MN,heliport,43.652697,-93.371564
30MO,small_airport,37.645901,-92.494598
30MT,small_airport,46.571072,-112.237895
30NC,small_airport,36.048599,-80.456902
30NE,small_airport,40.355803,-98.685817
30NJ,heliport,40.392300,-74.779099
30NM,heliport,36.116389,-103.096667
30NR,heliport,34.709583,-78.571137
30NV,heliport,38.994222,-119.761636
30NY,small_airport,42.750099,-77.558098
30OH,heliport,40.757000,-82.550201
30OK,small_airport,34.908091,-96.243620
30OR,small_airport,45.802601,-123.279999
30PN,heliport,40.466389,-79.953056
30SD,small_airport,45.504811,-98.595539
30TA,small_airport,30.585468,-97.717552
30TE,small_airport,33.811199,-101.396003
30TN,heliport,36.246250,-86.749957
30TX,small_airport,30.232361,-98.654972
30VA,heliport,37.094601,-81.820999
30W,seaplane_base,44.951900,-87.808403
30WA,small_airport,46.314899,-118.178001
30WI,small_airport,45.192562,-87.359333
30XA,heliport,33.220623,-96.912943
31A,small_airport,35.984352,-80.511595
31AK,small_airport,64.834530,-147.437024
31AL,heliport,31.078289,-85.537789
31AR,heliport,35.575901,-92.453499
31CA,heliport,33.693901,-117.832001
31CD,small_airport,37.870856,-104.789057
31CL,heliport,33.971497,-118.049622
31CT,heliport,41.854767,-71.928483
31D,small_airport,40.331203,-79.780204
31FA,small_airport,28.959200,-82.134201
31FD,heliport,30.706301,-84.842400
31FL,small_airport,28.043352,-81.019230
31GA,heliport,33.787341,-84.401055
31GE,small_airport,32.819240,-83.407809
31ID,small_airport,48.391667,-116.366250
31IL,heliport,37.252800,-89.280602
31IN,small_airport,40.285000,-86.856400
31IS,heliport,40.307800,-90.054604
31KS,small_airport,37.993782,-97.926559
31KY,small_airport,38.109928,-84.338737
31LA,heliport,30.329583,-92.497022
31LS,heliport,30.034201,-91.864304
31MA,small_airport,42.262420,-72.409308
31MD,heliport,38.340216,-75.210544
31ME,heliport,43.593781,-70.317381
31MO,small_airport,40.105499,-94.743301
31MT,small_airport,47.236454,-111.302315
31NC,heliport,35.406792,-80.859071
31NE,small_airport,42.755001,-97.705101
31NH,heliport,43.223588,-71.250720
31OH,heliport,40.773102,-82.562698
31OK,heliport,36.486500,-94.990799
31OR,heliport,44.062099,-123.144997
31PA,heliport,39.997898,-75.415199
31PN,heliport,40.209167,-75.081389
31TE,heliport,29.723000,-95.471100
31TN,heliport,35.222925,-87.336958
31TS,small_airport,33.190399,-96.189102
31TT,heliport,33.099500,-96.598444
31TX,small_airport,31.596800,-97.330002
31UT,heliport,40.493900,-112.063600
31VA,small_airport,37.023800,-76.588600
31WA,heliport,47.259751,-122.452149
31WI,small_airport,43.007432,-88.602237
31WN,small_airport,43.991368,-88.961968
31XS,small_airport,33.183701,-96.270302
32AK,small_airport,64.909078,-147.908047
32AL,heliport,34.664849,-86.746609
32AR,heliport,34.517789,-91.559656
32AZ,heliport,33.670111,-111.922312
32CA,small_airport,36.331538,-119.825177
32CL,small_airport,38.833199,-121.718002
32CN,heliport,33.930480,-118.382390
32CO,small_airport,38.454720,-105.081899
32FA,small_airport,27.234200,-80.903702
32FD,heliport,27.904400,-82.383301
32GA,small_airport,33.454201,-83.277802
32ID,small_airport,43.366217,-114.991090
32II,small_airport,38.816399,-85.106300
32IL,heliport,37.238899,-89.265800
32IS,small_airport,40.140610,-89.996010
32KS,small_airport,38.593102,-100.612999
32KY,heliport,39.013546,-84.560190
32LA,heliport,29.774388,-93.350240
32LS,small_airport,30.419600,-90.359001
32MA,heliport,42.708035,-73.110328
32MD,small_airport,39.189400,-75.876801
32MI,heliport,42.515030,-83.194095
32MN,small_airport,45.367500,-94.399399
32MO,small_airport,37.574356,-90.225820
32MS,small_airport,31.194167,-89.952500
32MT,small_airport,45.460325,-112.435125
32NC,small_airport,34.896400,-79.043098
32NE,small_airport,41.721100,-100.087997
32NH,heliport,43.838358,-71.885873
32NJ,heliport,40.208401,-74.174599
32NR,small_airport,35.618660,-80.712959
32NY,heliport,42.429798,-72.216797
32OH,small_airport,40.760057,-82.418330
32OR,small_airport,45.254799,-121.293999
32PN,small_airport,40.734001,-80.275902
32TA,small_airport,29.687270,-97.435899
32TE,small_airport,30.589399,-98.370300
32TN,heliport,35.174281,-86.089917
32TS,heliport,30.304567,-97.746542
32TT,small_airport,32.161806,-99.779722
32TX,small_airport,30.058100,-96.359200
32WI,small_airport,44.316399,-88.700897
32WN,small_airport,45.099013,-88.419871
32WS,seaplane_base,45.296760,-92.537791
32WY,small_airport,43.080301,-111.031936
32XA,heliport,31.846180,-102.374382
32XS,heliport,32.461498,-97.008698
33A,small_airport,35.157299,-82.122299
33AK,small_airport,62.515689,-150.945804
33AL,heliport,32.930062,-85.970914
33AR,small_airport,35.602200,-92.142502
33AZ,small_airport,34.793156,-112.974472
33C,small_airport,43.082199,-86.094803
33CL,small_airport,35.568298,-120.796997
33CN,heliport,34.331100,-119.603996
33CO,small_airport,37.064999,-105.463997
33CT,small_airport,41.609444,-73.239722
33FA,small_airport,27.598101,-80.845901
33FD,small_airport,29.914400,-83.266502
33FL,small_airport,27.860861,-80.999862
33GA,small_airport,34.259998,-83.286697
33ID,small_airport,43.379362,-114.769444
33II,heliport,39.658561,-85.143489
33IL,small_airport,40.166100,-88.898300
33IN,heliport,38.443100,-86.057800
33IS,small_airport,39.544498,-88.757599
33KS,small_airport,39.152361,-95.610065
33KY,small_airport,37.612301,-87.056900
33LA,small_airport,30.069599,-91.986198
33LL,small_airport,39.086978,-88.290671
33LS,heliport,30.173383,-92.026253
33MA,heliport,42.559799,-70.772301
33MS,small_airport,31.102297,-89.418755
33MT,heliport,48.480598,-114.000999
33NC,small_airport,35.634730,-78.013601
33NE,small_airport,42.382895,-102.574239
33NH,heliport,43.144345,-71.853634
33NJ,heliport,40.237099,-74.310997
33NR,small_airport,35.938970,-82.515467
33NY,small_airport,42.393243,-73.867779
33OA,heliport,39.377323,-84.368402
33OH,small_airport,40.185299,-83.173599
33OI,small_airport,41.082802,-82.043198
33OK,small_airport,35.743290,-97.405579
33OR,small_airport,44.063702,-123.390999
33PN,heliport,40.389000,-75.438004
33SC,heliport,34.161400,-79.753899
33TA,small_airport,30.333000,-95.612198
33TN,heliport,35.178211,-84.869442
33TS,heliport,30.521044,-96.716567
33TX,closed,27.744499,-97.846397
33UT,heliport,40.382747,-111.925183
33VA,small_airport,36.784302,-79.049698
33VT,small_airport,44.118333,-72.565833
33WA,small_airport,47.049900,-118.850998
33WI,heliport,44.532200,-88.065903
33WV,heliport,39.632494,-80.000784
33WY,small_airport,43.045926,-110.991236
33XS,heliport,31.250303,-93.778996
34AK,small_airport,61.625000,-149.289001
34AL,heliport,33.246578,-86.469113
34AR,small_airport,35.581454,-90.384668
34CD,small_airport,40.262683,-105.448011
34CL,heliport,40.893609,-121.651354
34CN,small_airport,37.523499,-120.398003
34CO,small_airport,39.716400,-104.732002
34FA,seaplane_base,28.251900,-80.668900
34FD,small_airport,28.857201,-80.906998
34G,small_airport,41.974998,-83.925201
34GA,heliport,33.857208,-84.606677
34IA,small_airport,40.997189,-93.155608
34ID,small_airport,46.570368,-116.341918
34II,small_airport,40.050816,-85.602318
34IL,small_airport,40.361545,-90.109849
34IS,small_airport,41.444801,-88.716698
34JY,heliport,39.379958,-74.432242
34KS,heliport,37.671700,-97.291199
34KY,small_airport,36.912498,-86.782799
34LA,small_airport,30.772236,-93.271465
34LL,heliport,38.728298,-87.908096
34MA,heliport,42.576302,-70.738899
34MI,small_airport,43.100300,-86.223396
34MN,seaplane_base,44.959685,-93.649399
34MO,heliport,39.832500,-91.440201
34MS,small_airport,30.473801,-88.696198
34MT,heliport,45.899150,-110.469988
34NC,heliport,35.204368,-80.838466
34ND,small_airport,46.705694,-97.157035
34NE,small_airport,41.223900,-100.934998
34NH,heliport,42.814701,-71.661102
34NK,heliport,43.148652,-78.708077
34NY,small_airport,42.980774,-76.930488
34OH,small_airport,41.257000,-84.641602
34OI,small_airport,40.694500,-82.117897
34OR,heliport,45.528198,-122.612000
34PA,closed,39.759076,-77.192738
34PN,small_airport,40.485556,-77.220556
34PS,heliport,41.097967,-75.387404
34SC,small_airport,33.771833,-79.966250
34TA,closed,33.167099,-96.487198
34TE,small_airport,32.232101,-97.008598
34TN,heliport,36.383848,-85.328069
34TS,small_airport,29.915800,-98.247498
34TX,heliport,32.631026,-97.790530
34U,small_airport,44.838902,-85.431198
34VA,heliport,39.077202,-77.476402
34WA,heliport,45.567902,-122.319000
34WI,small_airport,43.417758,-89.766201
34XA,heliport,30.485456,-97.800944
34XS,small_airport,30.391944,-95.538611
35AK,heliport,70.492203,-148.695007
35AL,heliport,31.089605,-88.245089
35C,small_airport,43.128399,-85.505302
35CA,heliport,34.057766,-118.208096
35CN,closed,39.104237,-121.936515
35CO,small_airport,38.886555,-103.812561
35FA,small_airport,29.467899,-82.158798
35FD,small_airport,29.692301,-82.729202
35FL,heliport,30.308245,-81.690613
35GA,heliport,34.097900,-84.012398
35IA,small_airport,41.848318,-90.595572
35ID,small_airport,44.923832,-113.966316
35IL,small_airport,41.534065,-89.204532
35IN,small_airport,40.294498,-85.942497
35IS,small_airport,39.528400,-88.764000
35JY,balloonport,40.434427,-74.634626
35KY,small_airport,36.711504,-86.636038
35L,small_airport,42.464500,-84.035004
35LA,small_airport,29.974501,-92.176102
35LL,heliport,39.015900,-87.750000
35LS,heliport,30.803101,-91.244904
35M,heliport,30.388599,-89.165298
35MA,heliport,42.557999,-70.812599
35ME,small_airport,43.871338,-68.893504
35MI,small_airport,42.633900,-84.985802
35MN,small_airport,44.815498,-93.013496
35MO,heliport,37.816700,-94.300201
35MT,small_airport,45.861717,-108.646765
35MU,heliport,39.414878,-91.098633
35NC,small_airport,35.538300,-80.751404
35NE,small_airport,41.051802,-101.806364
35NH,seaplane_base,42.806914,-71.275853
35NJ,heliport,40.600399,-75.719398
35NK,small_airport,43.367099,-78.414026
35NR,small_airport,35.830545,-82.519312
35OH,heliport,40.818699,-81.523697
35OI,heliport,40.010601,-83.018799
35OL,small_airport,36.633099,-99.151199
35PN,closed,41.872601,-77.520500
35SC,heliport,34.253527,-80.591540
35TA,heliport,33.043499,-96.837196
35TN,heliport,35.960944,-85.830211
35TX,small_airport,32.483972,-99.825912
35VA,heliport,36.751347,-78.104767
35W,small_airport,43.446293,-87.868675
35WA,small_airport,46.747883,-118.419139
35WI,small_airport,42.745602,-88.437599
35XA,small_airport,30.834058,-94.941683
35XS,heliport,33.778492,-97.732560
36AA,heliport,32.716836,-87.749524
36AK,small_airport,61.346437,-150.069781
36AL,small_airport,31.491973,-85.534407
36AR,small_airport,35.206402,-91.318901
36CA,small_airport,36.131901,-119.986000
36CL,heliport,33.185299,-117.291000
36CO,small_airport,39.106098,-104.543999
36FA,heliport,28.333457,-81.487765
36FD,heliport,30.193800,-85.661301
36FL,heliport,28.042800,-82.707377
36GA,small_airport,33.724230,-83.976080
36H,seaplane_base,55.233299,-160.552002
36ID,heliport,43.807200,-115.130800
36II,small_airport,39.841202,-86.348602
36IL,heliport,39.033353,-90.666094
36IN,small_airport,41.536201,-86.443901
36IS,small_airport,40.926399,-90.731201
36KS,small_airport,37.474800,-95.343597
36KY,small_airport,37.655602,-85.153801
36LA,heliport,30.165800,-92.058701
36LL,heliport,39.158901,-90.622200
36MA,heliport,42.338161,-71.109107
36ME,seaplane_base,44.258154,-69.124372
36MI,small_airport,42.034351,-83.879328
36MO,small_airport,37.852798,-91.646797
36MT,small_airport,46.800765,-108.811458
36NE,small_airport,42.514120,-97.581071
36NH,heliport,42.700802,-71.371101
36NJ,heliport,40.063400,-74.441299
36NR,heliport,36.284621,-76.995537
36OH,small_airport,40.190300,-81.973999
36OI,small_airport,41.073101,-84.212700
36OK,small_airport,35.272301,-96.881699
36OR,small_airport,44.003619,-122.880642
36PA,heliport,39.990101,-75.130501
36PN,heliport,39.966801,-75.452400
36TA,heliport,29.553191,-98.492577
36TE,heliport,29.857422,-95.539819
36TN,small_airport,36.471847,-87.135674
36TS,heliport,30.716910,-97.776730
36TX,closed,33.720901,-96.861397
36UT,heliport,40.687822,-111.470627
36VA,heliport,37.115957,-79.718000
36VT,seaplane_base,44.854722,-73.285556
36WI,small_airport,44.032200,-91.299599
36XS,small_airport,34.897000,-100.117890
37AL,heliport,33.603568,-86.302934
37AZ,small_airport,32.935600,-111.485001
37CA,small_airport,33.507000,-117.070999
37CL,small_airport,33.324501,-116.989998
37CN,closed,36.914398,-119.786003
37CO,heliport,38.567200,-107.996002
37FA,heliport,28.575654,-81.368268
37FL,small_airport,29.718599,-82.844597
37GA,closed,34.900398,-84.778503
37I,small_airport,39.990898,-84.270500
37IA,small_airport,41.849665,-90.477352
37ID,small_airport,45.782647,-115.938002
37II,small_airport,41.175598,-86.373596
37IL,small_airport,40.133400,-89.325104
37IN,small_airport,40.291698,-86.780296
37IS,small_airport,42.332199,-88.605598
37KY,heliport,38.030586,-84.508214
37LA,small_airport,31.727699,-91.582901
37LL,small_airport,38.047798,-89.997101
37LS,heliport,30.030199,-91.872101
37M,small_airport,36.041698,-90.150101
37MA,heliport,42.122778,-72.423611
37MI,small_airport,42.852798,-83.227699
